"","X.1","X","Gender","County","Ethnicity","college","Stu_Department","ResidenceHall","Stu_DivisionCode","Stu_MajorDesc","UniPriorhours","UWFpriorhours","averageGPA1stFall","rankGPA1stFall","Stu_GPAGradePoints","GPA1stFall"
"181",181,181,"Female","Escambia","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary Education--PENDING",9,0,"Below2.7","under2.0",18.9,1.575
"182",182,182,"Female","Hillsborough","White","Science and Engineering","Biology","Pace Hall","L","Biology",15,0,"Above2.7","above2.3",47.9,3.19333333333333
"183",183,183,"Male","Charlotte","White","Arts, Social Sciences and Humanities","Government","Martin Hall","L","Political Science",0,0,"Below2.7","under2.3",33,2.0625
"184",184,184,"Female","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",57,3.8
"185",185,185,"Female","Broward","Two or More","Health","Nursing","Heritage Hall","L","Pre-BSN",7,0,"Above2.7","above2.3",51.1,3.93076923076923
"186",186,186,"Female","Non-Florida","White","Science and Engineering","Biology","Martin Hall","L","Preprofessional Biology",0,0,"Below2.7","above2.3",30.2,2.32307692307692
"187",187,187,"Male","Baker","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",16,0,"Above2.7","above2.3",38.1,3.175
"188",188,188,"Male","Santa Rosa","Hispanic","No College Designated","Undeclared","Argo Hall","L","Undecided",10,0,"Below2.7","under2.3",29.1,2.23846153846154
"189",189,189,"Female","Non-Florida","Hispanic","Science and Engineering","Biology","Heritage Hall","L","Marine Biology",32,0,"Above2.7","above2.3",53,3.78571428571429
"190",190,190,"Female","Escambia","American Indian/Alaskan Native","Science and Engineering","Biology","Commuter","L","Marine Biology",28,0,"Below2.7","under2.0",9,1.5
"191",191,191,"Female","Okaloosa","White","Science and Engineering","Biology","Pace Hall","L","Biology",48,0,"Above2.7","above2.3",41.1,2.74
"192",192,192,"Male","Broward","African American","Science and Engineering","Electrical & Computer Engineer","Heritage Hall","L","Pre-Electrical Engineering",0,0,"Below2.7","Under1.0",0,0
"193",193,193,"Male","Escambia","White","Health","Exercise Sci & Community Hlth","Argo Hall","L","Phys Ed/Teacher Ed--PENDING",12,0,"Above2.7","above2.3",40,3.07692307692308
"194",194,194,"Male","Orange","White","Science and Engineering","Mechanical Engineering","Argo Hall","L","Mechanical Engineering",15,0,"Above2.7","above2.3",40.2,2.87142857142857
"195",195,195,"Male","Non-USA","Non-Resident Alien","Business","Management & MIS","Commuter","L","General Business",30,30,"Above2.7","above2.3",60,4
"196",196,196,"Male","Non-USA","Non-Resident Alien","Business","Management & MIS","Argo Hall","L","General Business",0,0,"Above2.7","above2.3",57.9,3.86
"197",197,197,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",37.8,2.90769230769231
"198",198,198,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",3,0,"Below2.7","under2.3",24,2
"199",199,199,"Male","Orange","White","Science and Engineering","Computer Science","Commuter","L","Computer Information Systems",18,0,"Above2.7","above2.3",59.1,3.94
"200",200,200,"Female","Escambia","White","Health","Psychology","Pace Hall","L","Psychology",13,0,"Above2.7","above2.3",42,3.5
"201",201,201,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",30,0,"Below2.7","under2.0",29,1.93333333333333
"202",202,202,"Male","Broward","Hispanic","Science and Engineering","Computer Science","Commuter","L","Computer Science",12,9,"Below2.7","under2.0",21,1.75
"203",203,203,"Male","Santa Rosa","White","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",0,0,"Above2.7","above2.3",42,2.8
"204",204,204,"Female","Non-Florida","White","Science and Engineering","Biology","Martin Hall","L","Biomedical Sciences",3,0,"Above2.7","above2.3",49.2,3.78461538461538
"205",205,205,"Male","Okaloosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",0,0,"Above2.7","above2.3",36.7,2.82307692307692
"206",206,206,"Male","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",6,0,"Above2.7","above2.3",42.1,3.23846153846154
"207",207,207,"Male","Escambia","White","Arts, Social Sciences and Humanities","Arts, SS, and Hum, Dean","Commuter","L","General Studies",0,0,"Below2.7","Under1.0",0,0
"208",208,208,"Female","Walton","White","Arts, Social Sciences and Humanities","Communication","Heritage Hall","U","Communication",62,0,"Above2.7","above2.3",59.1,3.94
"209",209,209,"Female","Okaloosa","Hispanic","Science and Engineering","Biology","Argo Hall","L","Biomedical Sciences",28,0,"Above2.7","above2.3",18.9,3.15
"210",210,210,"Male","Broward","White","Arts, Social Sciences and Humanities","Government","Argo Hall","L","Political Science Pre-Law",0,0,"Above2.7","above2.3",37.3,2.86923076923077
"211",211,211,"Male","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Below2.7","above2.3",30.4,2.53333333333333
"212",212,212,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",41.1,2.93571428571429
"213",213,213,"Female","Duval","White","Arts, Social Sciences and Humanities","Government","Pace Hall","L","Political Science",24,0,"Below2.7","Under1.0",0,0
"214",214,214,"Male","Santa Rosa","Hispanic","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",6,0,"Above2.7","above2.3",53.2,3.54666666666667
"215",215,215,"Male","Escambia","White","Business","Management & MIS","Commuter","L","General Business",13,0,"Below2.7","under2.0",22.2,1.85
"216",216,216,"Female","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",0,0,"Above2.7","above2.3",49.9,3.11875
"217",217,217,"Male","Wakulla","African American","Science and Engineering","Biology","Presidents Hall","L","Marine Biology",0,0,"Below2.7","Under1.0",0,0
"218",218,218,"Female","Escambia","Asian","Business","Global Hosp & Tourism Mgmt","Commuter","L","Hosp, Recreation & Resort Mgmt",12,0,"Above2.7","above2.3",44.1,3.675
"219",219,219,"Female","Non-Florida","African American","Science and Engineering","Biology","Pace Hall","L","Preprofessional Biology",31,0,"Above2.7","above2.3",45.2,3.76666666666667
"220",220,220,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",6,0,"Below2.7","Under1.0",9.9,0.825
"221",221,221,"Female","Escambia","Asian","Science and Engineering","Chemistry","Commuter","L","Biochemistry",7,0,"Below2.7","under2.0",25,1.92307692307692
"222",222,222,"Male","Seminole","White","Health","Exercise Sci & Community Hlth","Argo Hall","L","Exercise Science",23,0,"Above2.7","above2.3",48.1,3.7
"223",223,223,"Female","Nassau","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary/ESOL--PENDING",24,0,"Above2.7","above2.3",48.1,3.7
"224",224,224,"Male","Non-Florida","Two or More","Business","Management & MIS","Commuter","L","General Business",0,0,"Above2.7","above2.3",39.9,3.325
"225",225,225,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",0,0,"Above2.7","above2.3",38,2.92307692307692
"226",226,226,"Female","Okaloosa","White","Health","Nursing","Commuter","U","Pre-BSN",68,0,"Above2.7","above2.3",40.1,3.08461538461538
"227",227,227,"Male","Okaloosa","White","Health","Exercise Sci & Community Hlth","Argo Hall","L","Exercise Science",12,0,"Below2.7","under2.3",29,2.23076923076923
"228",228,228,"Male","Escambia","Asian","Science and Engineering","Computer Science","Heritage Hall","L","Computer Science",15,0,"Above2.7","above2.3",48.3,3.71538461538462
"229",229,229,"Female","Non-Florida","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",0,0,"Above2.7","above2.3",38,3.16666666666667
"230",230,230,"Female","Orange","White","Business","Management & MIS","Argo Hall","L","General Business",9,0,"Below2.7","under2.0",18.9,1.575
"231",231,231,"Male","Polk","Hispanic","Science and Engineering","Biology","Southside building 16","L","Marine Biology",12,0,"Below2.7","under2.3",31,2.06666666666667
"232",232,232,"Female","Bay","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",43,0,"Above2.7","above2.3",32.9,2.99090909090909
"233",233,233,"Male","Walton","White","Health","Psychology","Commuter","U","Psychology",62,0,"Above2.7","above2.3",42.9,3.575
"234",234,234,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","History","Commuter","L","History",0,0,"Above2.7","above2.3",45.6,3.50769230769231
"235",235,235,"Female","Wakulla","White","Health","Health Sciences & Admin","Martin Hall","L","Health Sciences Pending",21,0,"Above2.7","above2.3",39.5,3.03846153846154
"236",236,236,"Female","Escambia","Hispanic","Health","Movement Sciences and Health","Commuter","L","Exercise Science",15,0,"Above2.7","above2.3",60.1,3.75625
"237",237,237,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","U","Pre-Electrical Engineering",67,0,"Above2.7","above2.3",49.7,3.55
"238",238,238,"Male","Escambia","Asian","Health","Psychology","Commuter","L","Psychology",0,0,"Below2.7","Under1.0",0,0
"239",239,239,"Male","Santa Rosa","Hispanic","Health","Exercise Sci & Community Hlth","Commuter","L","Exercise Science",11,0,"Below2.7","Under1.0",9.2,0.657142857142857
"240",240,240,"Female","Martin","Hispanic","Arts, Social Sciences and Humanities","Government","Martin Hall","L","International Studies",12,6,"Below2.7","Under1.0",11.1,0.853846153846154
"241",241,241,"Male","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Below2.7","under2.0",19.1,1.91
"242",242,242,"Female","Collier","African American","Business","Management & MIS","Pace Hall","L","BSBA Human Resources Mgmt",0,0,"Above2.7","above2.3",58,3.625
"243",243,243,"Female","Bay","Hispanic","Science and Engineering","Biology","Commuter","L","Biology",41,0,"Above2.7","above2.3",47,3.35714285714286
"244",244,244,"Female","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",15,0,"Above2.7","above2.3",29.1,3.23333333333333
"245",245,245,"Male","Osceola","White","Business","Mktg, Sply Chain Logis & Econ","Martin Hall","L","Comprehensive Marketing",0,0,"Above2.7","above2.3",44.2,3.4
"246",246,246,"Male","Escambia","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",12,0,"Below2.7","under2.3",33.9,2.26
"247",247,247,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","Philosophy","Commuter","L","Philosophy",19,0,"Above2.7","above2.3",54.9,3.66
"248",248,248,"Male","Okaloosa","White","Business","Marketing & Economics","Martin Hall","L","Economics (BA)",33,0,"Above2.7","above2.3",58.2,3.88
"249",249,249,"Female","Santa Rosa","White","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",0,0,"Below2.7","Under1.0",0,0
"250",250,250,"Female","Duval","White","No College Designated","Undeclared","Commuter","L","Undecided",6,6,"Above2.7","above2.3",36.9,2.83846153846154
"251",251,251,"Male","Santa Rosa","White","Science and Engineering","Chemistry","Pace Hall","L","Biochemistry",32,0,"Above2.7","above2.3",47.5,3.39285714285714
"252",252,252,"Female","Escambia","Two or More","No College Designated","Undeclared","Commuter","L","Undecided",3,0,"Above2.7","above2.3",44.9,3.20714285714286
"253",253,253,"Female","Walton","White","Health","Psychology","Martin Hall","L","Psychology",24,0,"Above2.7","above2.3",37.2,3.1
"254",254,254,"Female","Escambia","African American","Education and Professional Studies","Social Work","Commuter","L","Social Work",0,0,"Below2.7","under2.0",21.9,1.825
"255",255,255,"Female","Escambia","Two or More","Science and Engineering","Biology","Commuter","L","Biology",6,0,"Above2.7","above2.3",41.1,2.93571428571429
"256",256,256,"Male","Broward","African American","Business","Management & MIS","Martin Hall","L","Management",0,0,"Below2.7","under1.5",16.8,1.29230769230769
"257",257,257,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Marine Biology",0,0,"Above2.7","above2.3",46.2,3.55384615384615
"258",258,258,"Female","Seminole","White","Science and Engineering","Biology","Pace Hall","L","Biomedical Sciences",39,0,"Above2.7","above2.3",60,4
"259",259,259,"Female","Non-Florida","White","Science and Engineering","Biology","Presidents Hall","L","Marine Biology",6,0,"Below2.7","under2.0",22.1,1.7
"260",260,260,"Male","Brevard","White","Science and Engineering","Computer Science","Martin Hall","L","Software Engineering",21,0,"Below2.7","Under1.0",0,0
"261",261,261,"Male","Hillsborough","White","Science and Engineering","Biology","Heritage Hall","L","Preprofessional Biology",6,0,"Below2.7","above2.3",32.9,2.35
"262",262,262,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biology",0,0,"Above2.7","above2.3",45.9,3.53076923076923
"263",263,263,"Female","Escambia","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Pace Hall","L","Elementary Education--PENDING",27,0,"Above2.7","above2.3",54.3,3.62
"264",264,264,"Male","Escambia","White","Arts, Social Sciences and Humanities","Music","Commuter","L","Pre-Audition Music Performance",28,0,"Above2.7","above2.3",47.1,3.925
"265",265,265,"Female","Nassau","White","Science and Engineering","Biology","Martin Hall","L","Biology",12,0,"Above2.7","above2.3",36.4,2.8
"266",266,266,"Female","Santa Rosa","Hispanic","Health","Nursing","Commuter","L","Pre-BSN",27,0,"Below2.7","above2.3",34.4,2.64615384615385
"267",267,267,"Male","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",45,3.75
"268",268,268,"Male","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undeclared",0,0,"Above2.7","above2.3",53,3.78571428571429
"269",269,269,"Male","Santa Rosa","White","Science and Engineering","Physics","Commuter","L","Physics",43,8,"Above2.7","above2.3",56,4
"270",270,270,"Female","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Software Engineering",36,33,"Below2.7","under2.0",29.1,1.94
"271",271,271,"Male","Santa Rosa","White","Business","Accounting & Finance","Commuter","L","Finance",36,0,"Above2.7","above2.3",59.1,3.94
"272",272,272,"Female","Duval","White","Health","Psychology","Martin Hall","L","Psychology",6,0,"Below2.7","above2.3",35.6,2.54285714285714
"273",273,273,"Female","Escambia","White","Business","Accounting & Finance","Commuter","L","Finance",6,0,"Below2.7","above2.3",30.9,2.575
"274",274,274,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",0,0,"Above2.7","above2.3",39,3.25
"275",275,275,"Female","Hillsborough","White","Education and Professional Studies","Criminal Justice","Argo Hall","L","Criminal Justice",0,0,"Above2.7","above2.3",45.3,3.23571428571429
"276",276,276,"Male","Okaloosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",27,0,"Above2.7","above2.3",33.6,2.8
"277",277,277,"Female","Martin","Asian","Health","Psychology","Martin Hall","L","Psychology",6,0,"Above2.7","above2.3",45,3.75
"278",278,278,"Male","Walton","White","Science and Engineering","Electrical & Computer Engineer","Presidents Hall","L","Computer Engineering",14,0,"Below2.7","under1.5",18,1.2
"279",279,279,"Female","Polk","White","Arts, Social Sciences and Humanities","Philosophy","Pace Hall","U","Women's, Gender & Sexuality St",78,0,"Above2.7","above2.3",48,4
"280",280,280,"Female","Escambia","White","Arts, Social Sciences and Humanities","Art","Commuter","L","Studio Art",34,0,"Above2.7","above2.3",43.2,3.6
